ticker,months_held_main,first_held_main,last_held_main,avg_weight_main,max_weight_main,months_held_concentrated,first_held_concentrated,last_held_concentrated,avg_weight_concentrated,max_weight_concentrated
POST,,,,,,3.0,2019-12-31,2024-02-29,0.05322406394977583,0.0860790400823648
PPC,1.0,2025-04-30,2025-04-30,0.0364337180425134,0.0364337180425134,,,,,
PPL,8.0,2025-04-30,2026-02-27,0.015068106563705755,0.0380468385854354,6.0,2025-05-30,2025-10-31,0.26513787474979844,1.0
PR,3.0,2025-07-31,2026-02-27,0.021314154536894336,0.0322865624942436,5.0,2025-03-31,2026-02-27,0.1348820654674596,0.25
PRI,1.0,2023-02-28,2023-02-28,0.0254321261171933,0.0254321261171933,,,,,
PSN,2.0,2024-09-30,2024-10-31,0.03090717107268385,0.0332651845059171,,,,,
PTC,7.0,2021-01-29,2024-05-31,0.02270563892831594,0.08,7.0,2020-11-30,2024-02-29,0.14135410664605885,0.5
PWR,10.0,2020-08-31,2023-05-31,0.02751281238066617,0.0589435405457356,,,,,
QGEN,1.0,2021-01-29,2021-01-29,0.0288,0.0288,2.0,2021-01-29,2021-02-26,0.24967627556416966,0.5
QRVO,,,,,,2.0,2023-01-31,2023-02-28,0.041224560395902984,0.0555555555555555
QSR,,,,,,5.0,2023-03-31,2026-01-30,0.03402956139208381,0.0565130331534042
RBA,4.0,2024-02-29,2024-05-31,0.00657919102093319,0.025667025402854,,,,,
RBRK,1.0,2025-05-30,2025-05-30,0.0359256427931672,0.0359256427931672,,,,,
RGEN,6.0,2020-10-30,2021-11-30,0.016797375930013382,0.032402912205377,,,,,
RGLD,1.0,2026-02-27,2026-02-27,0.0306865046199761,0.0306865046199761,1.0,2025-04-30,2025-04-30,0.04246586019669327,0.0555555555555555
RKLB,3.0,2025-10-31,2026-01-30,0.024947031062106936,0.0351973877253171,,,,,
RL,,,,,,12.0,2023-11-30,2026-01-30,0.06739968974825196,0.1391510101138107
RMD,,,,,,5.0,2025-01-31,2026-01-30,0.06255064795333483,0.0937870883877376
ROIV,5.0,2025-10-31,2026-02-27,0.00922003222505936,0.0321783951013586,2.0,2024-11-29,2024-12-31,0.09643265793157788,0.25
RS,8.0,2022-04-29,2023-12-29,0.0206010858755123,0.0498917696707764,,,,,
RSG,7.0,2024-02-29,2025-06-30,0.014181541375618277,0.0335742992021102,,,,,
RVMD,2.0,2025-12-31,2026-01-30,0.022247005145027303,0.0351973877253171,,,,,
RVTY,3.0,2020-09-30,2020-11-30,0.0143575409235628,0.04,2.0,2020-03-31,2020-04-30,0.08613294865628954,0.1392270545133378
SAIA,4.0,2021-10-29,2023-07-31,0.04544439079927973,0.0706997140661107,,,,,
SAIC,3.0,2022-10-31,2022-12-30,0.014214538110004232,0.0399185558864051,3.0,2021-05-28,2021-07-30,0.08735172666312083,0.125
SBUX,4.0,2019-05-31,2019-12-31,0.0713461817206394,0.1173773323932217,,,,,
SCCO,1.0,2026-02-27,2026-02-27,0.0325399228131214,0.0325399228131214,1.0,2026-02-27,2026-02-27,0.21546973917880544,0.5
SCHW,4.0,2024-11-29,2025-08-29,0.02183051581474115,0.04,,,,,
SE,16.0,2020-05-29,2021-10-29,0.04337657333937223,0.0795679874424688,7.0,2020-04-30,2020-10-30,0.20246801306314346,1.0
SEB,1.0,2025-11-28,2025-11-28,0.0323405332500195,0.0323405332500195,,,,,
SEIC,3.0,2025-02-28,2025-04-30,0.009662828320415904,0.0288,6.0,2025-02-28,2025-07-31,0.10016251122787669,0.1724186189293937
SFM,1.0,2025-04-30,2025-04-30,0.0294587170856857,0.0294587170856857,,,,,
SGI,,,,,,3.0,2025-02-28,2025-04-30,0.09463892001348016,0.1364296802695917
SHOP,22.0,2019-05-31,2021-11-30,0.03277167982488926,0.0529771479462761,,,,,
SHW,5.0,2020-07-31,2020-11-30,0.022715956819936302,0.0584202321570142,4.0,2020-07-31,2020-10-30,0.09913529464940084,0.1814397915090157
SITE,4.0,2021-08-31,2021-11-30,0.031797665054448046,0.0442095112942566,,,,,
SJM,1.0,2022-12-30,2022-12-30,0.0205294515199615,0.0205294515199615,,,,,
SLF,,,,,,1.0,2025-12-31,2025-12-31,0.0281735867301882,0.0555555555555555
SNPS,5.0,2019-06-28,2021-01-29,0.0235252688712511,0.0420400854880966,4.0,2020-03-31,2021-02-26,0.04393084478000547,0.0625533821968494
SO,1.0,2022-08-31,2022-08-31,0.0227455466777026,0.0227455466777026,,,,,
SPGI,8.0,2019-07-31,2024-09-30,0.022980892465425562,0.0371180541788783,3.0,2019-05-31,2019-07-31,0.038998215492645996,0.0641516829819915
SQM,1.0,2022-07-29,2022-07-29,0.0194177989603738,0.0194177989603738,,,,,
SSD,1.0,2023-12-29,2023-12-29,0.0370238332665618,0.0370238332665618,10.0,2021-02-26,2025-10-31,0.08323206947917682,0.2254987510789463
STE,7.0,2021-12-31,2026-02-27,0.021771994868527527,0.0470282590373274,11.0,2021-08-31,2026-02-27,0.11447249014925427,0.2517184354363335
STLD,14.0,2022-04-29,2026-02-27,0.03072858542610697,0.1019704229971406,7.0,2022-05-31,2024-03-28,0.26663316146515775,1.0
STM,3.0,2023-01-31,2023-03-31,0.03348770775240403,0.040660244363866,,,,,
STT,5.0,2023-01-31,2026-02-27,0.018531421812108283,0.04,,,,,
SUI,4.0,2019-05-31,2019-11-29,0.02141660856346885,0.0321926874505508,,,,,
SW,1.0,2026-02-27,2026-02-27,0.0273752600438833,0.0273752600438833,,,,,
SYF,1.0,2024-12-31,2024-12-31,0.0359299321474211,0.0359299321474211,,,,,
SYY,2.0,2026-01-30,2026-02-27,0.01429906072798545,0.0271649829733256,2.0,2026-01-30,2026-02-27,0.449165087892147,1.0
T,5.0,2019-07-31,2019-11-29,0.03731488804584086,0.0607988884513314,,,,,
TAL,4.0,2019-10-31,2021-01-29,0.0221812908205064,0.0542934125987852,,,,,
TER,9.0,2021-02-26,2026-01-30,0.01466582422799149,0.04,8.0,2021-02-26,2023-08-31,0.07403966842751197,0.1358733422138072
TGT,4.0,2021-03-31,2021-06-30,0.0263062578157671,0.0384789431405608,2.0,2021-03-31,2021-04-30,0.06888264346854191,0.1046935790566299
THC,4.0,2024-05-31,2026-02-27,0.029136454345857876,0.0455086730397354,2.0,2022-04-29,2026-02-27,0.09117662837576852,0.135958944218724
THG,2.0,2025-03-31,2025-04-30,0.0156942311247172,0.0243336527794622,,,,,
TLN,6.0,2024-08-30,2025-06-30,0.02728246056403767,0.041887229881804,,,,,
TM,3.0,2023-06-30,2023-08-31,0.007015742525459167,0.0200943578882473,,,,,
TMO,1.0,2023-08-31,2023-08-31,0.0522767509440044,0.0522767509440044,,,,,
TMUS,34.0,2021-05-28,2025-06-30,0.06387696751457242,0.22,,,,,
TPL,6.0,2022-11-30,2024-11-29,0.04421515418631853,0.0797518925698244,4.0,2024-07-31,2024-10-31,0.09248459821088141,0.1812487221526895
TPR,7.0,2024-12-31,2026-02-27,0.05051924994577351,0.0864635529496577,4.0,2025-11-28,2026-02-27,0.23341654514467777,0.5267900417325742
TRGP,3.0,2024-06-28,2024-08-30,0.007415231899057032,0.018668749898916,,,,,
TROW,3.0,2021-02-26,2021-06-30,0.0369847715832129,0.059545950252412,3.0,2020-07-31,2021-06-30,0.0542372041970681,0.0860934152823055
TRV,3.0,2022-10-31,2022-12-30,0.0262825303731881,0.0468463382305069,,,,,
TSCO,7.0,2022-10-31,2024-05-31,0.021206370674691215,0.0399999999999999,27.0,2019-05-31,2024-10-31,0.13598949808696267,0.5
TSLA,9.0,2019-12-31,2022-09-30,0.053154287901606194,0.12,,,,,
TT,6.0,2020-02-28,2024-08-30,0.022940770625039117,0.0407720004401627,7.0,2020-02-28,2024-07-31,0.1641651098506173,0.5000000000000001
TTC,1.0,2022-12-30,2022-12-30,0.0387067254283344,0.0387067254283344,2.0,2022-12-30,2025-12-31,0.1107551941384171,0.178847484899092
TTWO,1.0,2020-12-31,2020-12-31,0.0220271278747021,0.0220271278747021,6.0,2019-08-30,2025-02-28,0.10089852093321404,0.1879917994130262
TXN,1.0,2019-07-31,2019-07-31,0.0578290310318555,0.0578290310318555,,,,,
TXRH,2.0,2025-05-30,2025-06-30,0.01621640899510295,0.0250976092486816,,,,,
UAL,2.0,2024-04-30,2024-05-31,0.0193057722374399,0.0354736814819637,3.0,2024-02-29,2024-04-30,0.2515387093508314,0.5
UBER,8.0,2024-08-30,2025-08-29,0.029166140712641238,0.048135914648086,1.0,2025-04-30,2025-04-30,0.12611148332676367,0.1712517678736187
UDR,,,,,,1.0,2026-02-27,2026-02-27,0.0780233630564879,0.1219453434868774
UI,,,,,,1.0,2025-12-31,2025-12-31,0.07123079937987682,0.0916620098960719
ULTA,5.0,2023-03-31,2026-02-27,0.0212200280036455,0.0412412687154544,,,,,
UNH,41.0,2019-05-31,2024-08-30,0.06942287852898048,0.18,,,,,
UNP,2.0,2019-07-31,2022-03-31,0.046511350597030404,0.0567437984968539,,,,,
URI,3.0,2024-09-30,2024-11-29,0.006607438013867934,0.0170129466451942,2.0,2022-01-31,2022-02-28,0.04087231588371645,0.0555555555555555
USFD,4.0,2024-02-29,2024-05-31,0.005132184388938422,0.0199964469533081,,,,,
UTHR,4.0,2022-06-30,2024-08-30,0.01850743790816295,0.0290177130750367,5.0,2024-04-30,2024-10-31,0.21120112545187827,1.0
VEEV,8.0,2019-06-28,2021-01-29,0.03476953434598828,0.0554514525369944,11.0,2019-10-31,2021-02-26,0.1365203152702175,0.3226026245516366
VICI,5.0,2019-09-30,2022-08-31,0.04430624308169194,0.0921306202179303,3.0,2019-09-30,2022-06-30,0.2300861389212908,0.5000000000000001
VLO,2.0,2022-04-29,2022-05-31,0.05378582556997155,0.068444232767927,1.0,2022-05-31,2022-05-31,0.2597739829822805,0.5
VRSN,3.0,2025-02-28,2025-04-30,0.007544052473587884,0.02246475845279,3.0,2021-05-28,2021-07-30,0.06337597665396244,0.0904129034591581
VRTX,22.0,2020-03-31,2024-11-29,0.023723961160377685,0.0446900862203206,6.0,2020-03-31,2023-06-30,0.1491422712840649,0.2709252867822072
VST,7.0,2023-12-29,2024-09-30,0.014342037348036268,0.0469608253536198,3.0,2022-08-31,2022-10-31,0.06299118327795426,0.0952157351244394
VVV,,,,,,2.0,2021-11-30,2021-12-31,0.0701445498956451,0.1075644366607943
VZ,3.0,2020-02-28,2020-04-30,0.032678272597831265,0.0540483788933814,,,,,
WAT,,,,,,1.0,2022-07-29,2022-07-29,0.06534269763606294,0.0916230600357163
WBS,,,,,,1.0,2025-10-31,2025-10-31,0.07829417894112684,0.1202699033292895
WCC,3.0,2022-09-30,2022-11-30,0.010729754934164197,0.0321013919215656,5.0,2022-05-31,2022-10-31,0.12435495629718968,0.2585247415995856
WDAY,8.0,2020-01-31,2021-03-31,0.022198290930353873,0.041468586186015,10.0,2020-11-30,2025-01-31,0.32496963867121836,1.0
WEC,9.0,2022-04-29,2026-02-27,0.018131209232180343,0.0698246776351619,1.0,2025-10-31,2025-10-31,0.410856174175558,0.5000000000000001
WEX,,,,,,2.0,2020-02-28,2023-09-29,0.05703530513619118,0.0833333333333333
WFC,2.0,2024-10-31,2024-11-29,0.01307322534043405,0.0219771725948707,,,,,
WH,,,,,,1.0,2025-02-28,2025-02-28,0.052133117521264795,0.0716656792229903
WMB,,,,,,3.0,2022-02-28,2022-04-29,0.2446020716946443,1.0
WMS,1.0,2021-07-30,2021-07-30,0.0270825564369325,0.0270825564369325,1.0,2023-06-30,2023-06-30,0.0479803553307696,0.0673772656313743
WMT,16.0,2024-06-28,2026-02-27,0.055308276527553844,0.1217848208143498,,,,,
WRB,4.0,2019-06-28,2025-11-28,0.03747748315887633,0.0399052454097071,9.0,2019-05-31,2020-01-31,0.11116946549017685,0.3001092103854796
WSM,8.0,2021-03-31,2024-03-28,0.02331515068933884,0.042314065932364,13.0,2021-03-31,2023-10-31,0.11444389880274736,0.3152289366651413
WTM,1.0,2024-12-31,2024-12-31,0.0359299321474211,0.0359299321474211,,,,,
WU,2.0,2019-10-31,2019-11-29,0.0297528859519377,0.0355211419093417,3.0,2019-10-31,2022-03-31,0.05667005373613354,0.0930520752722889
WY,2.0,2022-04-29,2022-05-31,0.02095790688406625,0.0350017678368742,,,,,
XPO,2.0,2020-10-30,2020-11-30,0.01909084326354955,0.0272061433912255,5.0,2019-07-31,2020-10-30,0.05899680180745891,0.1083318570320529
YUM,1.0,2019-06-28,2019-06-28,0.0271167721865353,0.0271167721865353,,,,,
ZION,,,,,,4.0,2020-11-30,2021-02-26,0.048534466943708804,0.0836098202787009
ZTO,3.0,2020-04-30,2020-06-30,0.05468311350868977,0.0799077557478022,5.0,2020-04-30,2025-04-30,0.06854486009857112,0.1222065078816287
