ticker,months_held_main,first_held_main,last_held_main,avg_weight_main,max_weight_main,months_held_concentrated,first_held_concentrated,last_held_concentrated,avg_weight_concentrated,max_weight_concentrated
PPL,6.0,2025-04-30,2025-11-28,0.02347435903447442,0.0461579870442994,4.0,2025-04-30,2025-10-31,0.40667363821724006,1.0
PR,2.0,2024-02-29,2026-02-27,0.028665439286930952,0.0288,3.0,2025-07-31,2026-02-27,0.2939726912951042,0.5000000000000001
PSN,,,,,,2.0,2024-09-30,2024-10-31,0.1165059850319374,0.1666666666666666
PTC,,,,,,6.0,2020-11-30,2024-02-29,0.07914257618354269,0.1887861213945553
PWR,6.0,2020-10-30,2023-05-31,0.030245563996842566,0.0485232172592878,,,,,
QCOM,7.0,2020-11-30,2022-02-28,0.055807328031684054,0.1520367180355234,6.0,2020-11-30,2022-01-31,0.11026839430947445,0.1805325466105629
QGEN,2.0,2020-03-31,2020-04-30,0.0138664286511972,0.024,6.0,2020-03-31,2026-02-27,0.12562750694946156,0.25
QSR,1.0,2025-11-28,2025-11-28,0.0340896623613924,0.0340896623613924,3.0,2025-11-28,2026-01-30,0.08691972817020154,0.1357325787062614
RBA,,,,,,3.0,2024-02-29,2024-04-30,0.07473774016277814,0.1224648183402803
RBRK,1.0,2025-05-30,2025-05-30,0.0300195554464751,0.0300195554464751,,,,,
RGEN,6.0,2020-10-30,2021-11-30,0.0217570388734615,0.0437176054501385,3.0,2020-04-30,2022-08-31,0.06995226084411692,0.1488082477352889
RGLD,,,,,,1.0,2025-04-30,2025-04-30,0.04637070435169277,0.0625483126941438
RJF,3.0,2024-12-31,2025-02-28,0.015329196584856932,0.0347464139644543,,,,,
RKLB,3.0,2025-10-31,2026-01-30,0.059785777276064496,0.0745873663680156,,,,,
RL,2.0,2025-05-30,2025-07-31,0.0370377491362381,0.0385769343214267,11.0,2023-11-30,2025-08-29,0.13097968376906088,0.2574932724663843
ROIV,,,,,,2.0,2024-11-29,2024-12-31,0.08447778780563082,0.1666666666666666
ROL,1.0,2020-08-31,2020-08-31,0.0339656569630592,0.0339656569630592,,,,,
RS,5.0,2022-04-29,2023-04-28,0.03603672272763646,0.078750365479924,,,,,
RSG,2.0,2025-04-30,2025-05-30,0.0233282735189506,0.043761327372002,,,,,
RVMD,2.0,2025-12-31,2026-01-30,0.0239520418798627,0.04,,,,,
SAIA,4.0,2021-10-29,2023-07-31,0.037970381896741304,0.070938158481329,3.0,2021-10-29,2021-12-31,0.23321087529626355,0.5
SAIC,7.0,2022-10-31,2023-04-28,0.007138490549698665,0.0399999999999999,3.0,2022-10-31,2023-08-31,0.05911914371680562,0.1172778067195966
SBUX,1.0,2019-06-28,2019-06-28,0.0838877715166962,0.0838877715166962,,,,,
SCCO,1.0,2026-02-27,2026-02-27,0.0648,0.0648,,,,,
SCHW,3.0,2024-11-29,2025-02-28,0.020184994272074635,0.0316817135604136,,,,,
SE,15.0,2019-11-29,2021-10-29,0.06054937476201277,0.1065879367880788,7.0,2020-04-30,2020-10-30,0.2592742838191765,1.0
SEB,2.0,2025-11-28,2026-01-30,0.0342720596050671,0.0344544568487418,,,,,
SEIC,1.0,2025-02-28,2025-02-28,0.0158616342753732,0.0158616342753732,6.0,2025-02-28,2025-07-31,0.09405042349389807,0.1666666666666666
SGI,,,,,,3.0,2025-02-28,2025-04-30,0.06560549672114725,0.0972815219118397
SHOP,19.0,2019-05-31,2021-11-30,0.052599974871456005,0.0926432978243625,,,,,
SHW,4.0,2020-08-31,2020-11-30,0.024143470413092376,0.052401001493696,2.0,2020-07-31,2020-08-31,0.06008663237873576,0.0888277033533642
SITE,5.0,2021-08-31,2021-12-31,0.0080065071925307,0.0363460948302243,3.0,2021-08-31,2021-10-29,0.1574900092464798,0.3591572954205482
SNPS,2.0,2019-06-28,2019-07-31,0.0641446295728313,0.0827926090650979,,,,,
SNX,,,,,,1.0,2022-05-31,2022-05-31,0.048892600629506795,0.0701140015275859
SO,1.0,2022-08-31,2022-08-31,0.0252411674280332,0.0252411674280332,,,,,
SOFI,1.0,2025-11-28,2025-11-28,0.0564636357133519,0.0564636357133519,,,,,
SPGI,11.0,2019-07-31,2025-02-28,0.020757861954257672,0.0522733755843491,,,,,
SQM,2.0,2022-07-29,2023-01-31,0.037480584306588155,0.0391178999366152,,,,,
SSD,1.0,2023-04-28,2023-04-28,0.0295925476246506,0.0295925476246506,2.0,2023-04-28,2025-10-31,0.05008604338240676,0.0831254352068029
STE,6.0,2021-11-30,2026-01-30,0.038341660690855504,0.1083741550236117,8.0,2021-11-30,2026-02-27,0.16659361573114592,0.5
STLD,8.0,2022-03-31,2026-01-30,0.041916035778785825,0.0681067340438746,4.0,2023-08-31,2024-03-28,0.12794320234495354,0.5
STM,3.0,2023-01-31,2023-03-31,0.036308130743940265,0.0462314296100473,,,,,
STT,2.0,2025-12-31,2026-01-30,0.01650960233165805,0.0283010213562374,,,,,
SW,,,,,,1.0,2026-02-27,2026-02-27,0.08785471583504258,0.1300669124394275
SYF,2.0,2024-12-31,2025-01-31,0.0220386570683608,0.0347464139644543,,,,,
SYY,1.0,2026-01-30,2026-01-30,0.0344544568487418,0.0344544568487418,2.0,2026-01-30,2026-02-27,0.37390231339314967,1.0
T,5.0,2019-07-31,2019-11-29,0.056541569195574834,0.0942342834057843,,,,,
TDY,1.0,2022-03-31,2022-03-31,0.0342286433622058,0.0342286433622058,1.0,2022-03-31,2022-03-31,0.060968454786197196,0.086824645212413
TECH,4.0,2020-11-30,2021-08-31,0.05407380166292635,0.0799999999999999,7.0,2020-11-30,2021-10-29,0.17071894620954603,0.5127019784631734
TER,5.0,2019-07-31,2025-11-28,0.02813955990315344,0.0416188972463099,6.0,2019-07-31,2025-10-31,0.19062466401003247,0.5
TGT,2.0,2021-03-31,2021-04-30,0.036437962746476205,0.0367595130716292,2.0,2021-03-31,2021-04-30,0.04588778733882924,0.0670173455186042
THC,2.0,2024-05-31,2026-02-27,0.04889153516625025,0.0689830703325005,1.0,2026-02-27,2026-02-27,0.15143785618442934,0.242045193469813
THG,3.0,2025-03-31,2025-05-30,0.010410005308486367,0.0254827726840432,4.0,2022-04-29,2025-04-30,0.14479873790810482,0.3211826810659454
TLN,5.0,2024-08-30,2025-01-31,0.03486440720211808,0.0577567492098601,,,,,
TM,1.0,2023-06-30,2023-06-30,0.0421068857589182,0.0421068857589182,,,,,
TMUS,20.0,2022-06-30,2025-04-30,0.07291033967224528,0.2182792316449515,,,,,
TPL,6.0,2022-11-30,2024-11-29,0.06579344775362553,0.1310434588761254,4.0,2024-07-31,2024-10-31,0.1615792819591781,0.5
TPR,3.0,2025-11-28,2026-01-30,0.08237526600741527,0.0906480251399345,9.0,2023-01-31,2026-02-27,0.06737087770324457,0.1181755269015383
TRGP,1.0,2025-03-31,2025-03-31,0.0225721723831627,0.0225721723831627,,,,,
TROW,3.0,2021-06-30,2021-08-31,0.0448982923591294,0.1048259082357637,2.0,2020-07-31,2020-08-31,0.08425729873114701,0.1275331066458976
TRV,7.0,2022-10-31,2023-04-28,0.016589449060633248,0.0707464076900419,,,,,
TSCO,6.0,2020-06-30,2023-04-28,0.025385096142931104,0.08,20.0,2019-05-31,2024-04-30,0.12126433354822197,0.3165864688186421
TSLA,7.0,2019-12-31,2022-09-30,0.07293645611764525,0.1372156371109419,,,,,
TT,9.0,2020-02-28,2024-11-29,0.034813135703503896,0.115961390259112,4.0,2020-02-28,2024-07-31,0.21514837268090084,0.5000000000000001
TTC,5.0,2022-12-30,2023-04-28,0.008151907589722129,0.037542251579569,1.0,2022-12-30,2022-12-30,0.06468078920908489,0.0902506212624852
TTEK,,,,,,2.0,2026-01-30,2026-02-27,0.06406009542243846,0.0949018060114847
TTWO,1.0,2020-12-31,2020-12-31,0.04,0.04,3.0,2019-08-30,2019-10-31,0.06322452685082526,0.0983059680386819
TXRH,1.0,2025-05-30,2025-05-30,0.0299143616142652,0.0299143616142652,,,,,
UAL,1.0,2024-04-30,2024-04-30,0.0357426633030178,0.0357426633030178,3.0,2024-02-29,2024-04-30,0.1515519214235276,0.5
UBER,6.0,2024-10-31,2025-07-31,0.04056857174041522,0.0699602556610898,1.0,2025-04-30,2025-04-30,0.09712111724796707,0.1396248288270818
UDR,,,,,,1.0,2026-02-27,2026-02-27,0.05700812516911157,0.0862907021665306
UEC,2.0,2023-10-31,2023-11-30,0.02133456590562155,0.0337620486573823,,,,,
ULTA,2.0,2023-03-31,2023-04-28,0.024345276872627497,0.0289365660623181,,,,,
UNH,28.0,2019-05-31,2023-11-30,0.09013901581727506,0.216,,,,,
USFD,,,,,,3.0,2024-02-29,2024-04-30,0.048307742812764266,0.0779307489775793
UTHR,9.0,2022-06-30,2025-01-31,0.01622825915420329,0.0582768548635607,4.0,2024-04-30,2024-08-30,0.061795966857310765,0.1232058247623741
VEEV,6.0,2019-06-28,2021-01-29,0.038483348019531766,0.0725905014187332,8.0,2019-06-28,2020-07-31,0.1917351514203534,0.5000000000000001
VICI,4.0,2022-05-31,2022-08-31,0.07563097375956312,0.1398599763371826,4.0,2019-09-30,2022-06-30,0.101411082172224,0.2827519711774641
VLO,2.0,2022-04-29,2022-05-31,0.0747035103918655,0.1060700714327585,1.0,2022-05-31,2022-05-31,0.23907230379808048,0.5
VRT,10.0,2024-02-29,2026-02-27,0.0400129378114132,0.0644521735967133,,,,,
VRTX,17.0,2020-03-31,2024-11-29,0.032275008025548224,0.076631351664807,3.0,2020-03-31,2022-06-30,0.12068543888341078,0.1841722356732219
VST,6.0,2022-08-31,2024-11-29,0.03396230006732797,0.067011064563993,7.0,2022-08-31,2024-10-31,0.16412973370394188,0.5
VVV,,,,,,5.0,2021-05-28,2021-12-31,0.04572951310556999,0.0745716937649993
VZ,2.0,2020-02-28,2026-02-27,0.05825048965918135,0.0612585874271433,,,,,
WBS,,,,,,4.0,2025-08-29,2025-12-31,0.06352146268757787,0.1109569787416914
WCC,8.0,2022-09-30,2023-04-28,0.01492043837969879,0.0647188242310677,3.0,2022-08-31,2022-10-31,0.14087465656479742,0.2559365158134461
WDAY,2.0,2020-10-30,2020-11-30,0.023046210623788598,0.0348448774512539,8.0,2020-12-31,2025-01-31,0.20451361559135067,0.5348225494025932
WDC,4.0,2025-10-31,2026-01-30,0.046415619918096424,0.0830108413497568,6.0,2025-09-30,2026-02-27,0.18172854065260952,0.5339133231439109
WEC,5.0,2022-04-29,2025-11-28,0.03128698501974978,0.0676914293520466,2.0,2022-04-29,2025-10-31,0.12090610541984426,0.2261911535247996
WFC,2.0,2024-10-31,2024-11-29,0.01843237988514045,0.0274399859436355,,,,,
WH,,,,,,1.0,2025-02-28,2025-02-28,0.04847766647652,0.0688691990686255
WMB,1.0,2022-02-28,2022-02-28,0.0376394498679582,0.0376394498679582,3.0,2022-02-28,2022-04-29,0.2580844221929687,1.0
WMS,,,,,,1.0,2023-06-30,2023-06-30,0.0478488319772016,0.0728650041161765
WMT,8.0,2024-08-30,2025-04-30,0.0893824004124508,0.1915979523285496,,,,,
WRB,3.0,2019-05-31,2019-07-31,0.060660382803684375,0.08,6.0,2019-05-31,2019-10-31,0.27888808263151976,1.0
WSM,10.0,2021-03-31,2024-03-28,0.02303672276157679,0.0704420619927148,9.0,2021-03-31,2023-10-31,0.14484908736432614,0.5
WTM,3.0,2024-12-31,2025-02-28,0.015027246385043732,0.0347464139644543,,,,,
WTW,,,,,,6.0,2022-11-30,2024-01-31,0.04270501661783186,0.0639522432883013
WU,2.0,2019-10-31,2019-11-29,0.0546861155951568,0.0767427178491637,2.0,2019-09-30,2019-10-31,0.05529421547681817,0.0901798165609694
WY,2.0,2022-04-29,2022-05-31,0.02064270652797115,0.0354926906284212,,,,,
XPO,,,,,,3.0,2019-07-31,2020-10-30,0.06082296555103862,0.1072228214843059
ZTO,4.0,2020-04-30,2020-07-31,0.02567694194454775,0.0616568392469179,7.0,2020-04-30,2025-10-31,0.07044049823032722,0.1568224464297233
