ticker,cluster_start,n_buy_txs,n_sell_txs,n_buyers_unique,n_sellers_unique,buy_value_usd,sell_value_usd,net_value_usd,fwd_21d_pct,fwd_63d_pct,fwd_126d_pct
EFX,2026-02-10,1,15,1,4,464928.0,10445529.073900001,-9980601.073900001,-4.028257928753942,,
EHC,2026-02-10,0,9,0,3,0.0,18325713.64,-18325713.64,-5.2091183119819195,,
EIX,2026-02-23,0,4,0,3,0.0,645622.83,-645622.83,-4.163276376457814,,
EIX,2026-04-13,0,1,0,1,0.0,37649.75,-37649.75,,,
ELF,2026-02-20,1,0,1,0,464814.5,0.0,464814.5,-20.44332272577636,,
ELF,2026-04-01,0,2,0,1,0.0,3312184.6950000003,-3312184.6950000003,,,
ELS,2026-03-18,0,1,0,1,0.0,201659.69999999998,-201659.69999999998,-5.22046895738093,,
ELV,2026-03-05,1,2,1,2,869519.9999999999,918079.3200000001,-48559.32000000018,3.1875107222508303,,
EME,2026-03-02,0,2,0,2,0.0,28728675.0,-28728675.0,-3.245839198476441,,
EMR,2026-02-05,0,4,0,3,0.0,1744523.1798,-1744523.1798,-12.051868802440868,,
EMR,2026-03-10,0,1,0,1,0.0,811227.42,-811227.42,1.0912698412698374,,
ENPH,2026-02-05,2,1,1,1,259883.65,57253.68,202629.97,-22.140507064060387,,
ENPH,2026-03-13,0,1,0,1,0.0,5985925.425000001,-5985925.425000001,-26.361502347417844,,
ENTG,2026-02-02,0,22,0,5,0.0,28941356.41,-28941356.41,7.385449309731529,,
ENTG,2026-04-07,0,4,0,3,0.0,9029004.89,-9029004.89,,,
EOG,2026-02-19,0,6,0,2,0.0,1666055.7149999999,-1666055.7149999999,13.535617894822938,,
EOG,2026-03-31,0,1,0,1,0.0,856523.36,-856523.36,,,
EPR,2026-02-02,0,1,0,1,0.0,404192.25,-404192.25,10.361356932153388,,
EPR,2026-03-10,0,3,0,2,0.0,837935.0734999999,-837935.0734999999,-8.26989619377162,,
EPR,2026-04-14,0,3,0,2,0.0,758905.0,-758905.0,,,
EQH,2026-02-17,0,5,0,2,0.0,3156000.5659,-3156000.5659,-13.156116242396942,,
EQH,2026-04-08,0,10,0,3,0.0,5204851.8278,-5204851.8278,,,
EQIX,2026-02-12,0,216,0,10,0.0,24715607.526300002,-24715607.526300002,11.801457026927341,,
EQIX,2026-04-08,0,1,0,1,0.0,432480.0,-432480.0,,,
EQR,2026-02-10,0,6,0,4,0.0,914847.26,-914847.26,-6.973867326426486,,
EQT,2026-02-20,0,6,0,5,0.0,5467230.98,-5467230.98,8.198092688639779,,
ES,2026-02-17,0,9,0,6,0.0,2607399.227,-2607399.227,-1.2540894220283594,,
ESAB,2026-02-06,0,9,0,3,0.0,8448918.412,-8448918.412,-16.32525410476936,,
ESI,2026-02-20,0,5,0,3,0.0,16867593.32,-16867593.32,-12.56338028169014,,
ESTC,2026-03-09,0,7,0,7,0.0,1996468.6400000001,-1996468.6400000001,-7.277126372603748,,
ETN,2026-02-12,0,2,0,2,0.0,5485757.1774,-5485757.1774,-10.272917771213608,,
ETR,2026-02-13,0,8,0,5,0.0,6213367.4799999995,-6213367.4799999995,4.129070223617104,,
ETSY,2026-02-02,0,8,0,5,0.0,1807625.46,-1807625.46,2.832326283987907,,
ETSY,2026-04-01,0,9,0,2,0.0,8986560.82,-8986560.82,,,
EVR,2026-02-05,1,2,1,2,580860.0,2307949.5,-1727089.5,-18.89662139409587,,
EVRG,2026-02-25,0,4,0,3,0.0,736482.08,-736482.08,-3.0545454545454542,,
EW,2026-02-12,0,7,0,4,0.0,5897147.8842,-5897147.8842,3.126181772343384,,
EW,2026-04-02,0,5,0,3,0.0,2941122.3048,-2941122.3048,,,
EWBC,2026-02-04,0,5,0,4,0.0,7139039.4,-7139039.4,-3.887387780005236,,
EXE,2026-02-19,3,0,2,0,315660.0,0.0,315660.0,8.470659163987149,,
EXEL,2026-02-13,0,14,0,8,0.0,20604572.09,-20604572.09,-3.81733021077284,,
EXLS,2026-01-27,0,5,0,1,0.0,449725.05000000005,-449725.05000000005,-32.809936723693454,,
EXLS,2026-03-02,0,1,0,1,0.0,51024.81,-51024.81,-2.207999999999999,,
EXPD,2026-02-27,0,2,0,2,0.0,2376299.08,-2376299.08,-2.418463239358759,,
EXPE,2026-03-04,0,1,0,1,0.0,1816244.5,-1816244.5,5.824114530073432,,
EXR,2026-03-13,0,1,0,1,0.0,1065600.0,-1065600.0,-0.30674846625767804,,
F,2026-02-19,1,0,1,0,1934450.0,0.0,1934450.0,-15.956678700361005,,
FAF,2026-02-13,3,0,1,0,4050101.4456,0.0,4050101.4456,0.015119443604483251,,
FANG,2026-02-02,0,7,0,2,0.0,518697126.1336,-518697126.1336,8.283013113754212,,
FANG,2026-03-06,0,32,0,10,0.0,2189843574.6632,-2189843574.6632,8.50647899910635,,
FANG,2026-04-06,0,7,0,1,0.0,3071668.2201000005,-3071668.2201000005,,,
FAST,2026-03-05,0,1,0,1,0.0,1747922.02,-1747922.02,-0.2799913848804736,,
FCN,2026-03-09,0,1,0,1,0.0,1451086.0,-1451086.0,9.560002375155863,,
FCNCA,2026-03-05,6,0,2,0,404236.4475,0.0,404236.4475,-3.3575450992716083,,
FCX,2026-02-10,0,7,0,5,0.0,35838863.9602,-35838863.9602,-3.254205313629932,,
FDX,2026-04-14,0,8,0,5,0.0,18598096.2231,-18598096.2231,,,
FE,2026-03-06,0,4,0,3,0.0,1989636.555,-1989636.555,1.3910969793322847,,
FFIV,2026-01-26,0,8,0,7,0.0,3138753.1018000003,-3138753.1018000003,4.925557355550403,16.93280876340355,
FFIV,2026-03-04,0,17,0,3,0.0,2828934.8157,-2828934.8157,5.011721247424861,,
FHB,2026-02-06,0,4,0,1,0.0,54290.747,-54290.747,-8.61100711344066,,
FHN,2026-01-29,0,14,0,2,0.0,2193401.519,-2193401.519,-1.6942148760330622,,
FICO,2026-02-13,0,2,0,2,0.0,1125247.6,-1125247.6,-13.16572470918933,,
FIS,2026-03-05,1,0,1,0,1000039.9400000001,0.0,1000039.9400000001,-7.567891373801916,,
FIS,2026-04-15,1,0,1,0,56725.83,0.0,56725.83,,,
FITB,2026-02-11,0,14,0,3,0.0,6145667.310800001,-6145667.310800001,-20.0183486238532,,
FITB,2026-04-20,0,2,0,1,0.0,304630.0,-304630.0,,,
FIVE,2026-03-20,0,6,0,3,0.0,7667783.6,-7667783.6,5.332312794999372,,
FIX,2026-02-23,0,10,0,9,0.0,56838008.2029,-56838008.2029,-3.6916217011003782,,
FLEX,2026-03-09,0,1,0,1,0.0,1030225.0,-1030225.0,13.854114505090976,,
FLO,2026-04-01,0,1,0,1,0.0,1679294.1,-1679294.1,,,
FLS,2026-02-17,0,2,0,2,0.0,978358.98,-978358.98,-16.23369383431821,,
FLUT,2026-03-02,17,4,1,3,905152801.946,1900360.85,903252441.096,-6.255888449218016,,
FLUT,2026-04-02,12,0,1,0,451782607.7758,0.0,451782607.7758,,,
FMC,2026-03-04,1,0,1,0,249935.76,0.0,249935.76,23.916184971098264,,
FOUR,2026-02-26,4,0,1,0,17666087.5653,0.0,17666087.5653,-15.617918772877815,,
FOX,2026-03-11,1,14,1,2,10632804.360000001,91891679.49,-81258875.13,5.4446119065561405,,
FOXA,2026-03-11,1,14,1,2,10632804.360000001,91891679.49,-81258875.13,7.909215955983506,,
FRHC,2026-02-12,2,1,1,1,2410320.0,47756.0,2362564.0,10.962589323245076,,
FRPT,2026-02-25,1,0,1,0,49795.200000000004,0.0,49795.200000000004,-25.701570033378662,,
FSLR,2026-03-03,0,79,0,11,0.0,14921853.060000002,-14921853.060000002,-1.3009106374462287,,
FSLR,2026-04-15,0,1,0,1,0.0,120330.0,-120330.0,,,
FTAI,2026-02-27,0,1,0,1,0.0,3033500.0,-3033500.0,-22.89382015223842,,
FTI,2026-02-25,0,16,0,8,0.0,75766296.83000001,-75766296.83000001,8.2110091743119,,
FTNT,2026-02-02,0,7,0,3,0.0,42284709.8572,-42284709.8572,-0.1968988432193064,,
FTV,2026-02-18,0,1,0,1,0.0,416022.54000000004,-416022.54000000004,-3.46769934870621,,
FWONA,2026-03-30,0,1,0,1,0.0,1284000.0,-1284000.0,,,
FWONK,2026-03-30,0,1,0,1,0.0,1284000.0,-1284000.0,,,
G,2026-03-04,0,1,0,1,0.0,114156.00000000001,-114156.00000000001,-7.755203171456893,,
GAP,2026-03-16,0,17,0,8,0.0,23071765.598799996,-23071765.598799996,7.185886402753883,,
GAP,2026-04-17,0,1,0,1,0.0,143154.0,-143154.0,,,
GD,2026-02-13,0,6,0,5,0.0,19455463.156999998,-19455463.156999998,3.994130594277334,,
GDDY,2026-03-02,0,8,0,5,0.0,5520055.369999999,-5520055.369999999,-6.21844882973841,,
GDDY,2026-04-02,0,1,0,1,0.0,628973.0299999999,-628973.0299999999,,,
GE,2026-01-30,0,6,0,4,0.0,11703732.879999999,-11703732.879999999,15.68627450980391,,
GEN,2026-02-17,0,1,0,1,0.0,18754.280000000002,-18754.280000000002,-11.382799325463743,,
GEV,2026-03-03,0,1,0,1,0.0,4505000.0,-4505000.0,-0.9396491068794033,,
GFS,2026-03-18,0,8,0,2,0.0,359305.0,-359305.0,16.508670520231217,,
GFS,2026-04-20,0,2,0,2,0.0,263840.0,-263840.0,,,
GGG,2026-01-30,0,6,0,6,0.0,3770377.4474,-3770377.4474,8.266727563370635,,
GILD,2026-01-28,0,10,0,3,0.0,24980287.622000005,-24980287.622000005,1.9862382067106665,,
GILD,2026-03-16,0,5,0,3,0.0,3079302.0,-3079302.0,-3.1312504310642253,,
GL,2026-02-06,0,18,0,6,0.0,13939467.549299998,-13939467.549299998,-3.3616876488601566,,
GL,2026-03-31,0,3,0,1,0.0,1202189.3246,-1202189.3246,,,
GLPI,2026-02-20,0,5,0,3,0.0,1552931.1828,-1552931.1828,-2.766631467793035,,
GLW,2026-01-29,0,14,0,10,0.0,37085971.7183,-37085971.7183,44.207901802838514,,
GM,2026-02-17,0,4,0,1,0.0,38709454.92,-38709454.92,-8.682782437099156,,
GME,2026-04-01,0,3,0,2,0.0,421552.11350000004,-421552.11350000004,,,
GMED,2026-02-12,0,2,0,1,0.0,2766700.0,-2766700.0,-3.954226150011342,,
GNRC,2026-02-02,0,10,0,3,0.0,7045006.3597,-7045006.3597,31.641275886693656,,
GNRC,2026-03-05,0,2,0,1,0.0,2083800.0,-2083800.0,-12.132735750826196,,
GNTX,2026-02-17,0,9,0,5,0.0,2161458.9393,-2161458.9393,-14.704700683005223,,
GOOG,2026-01-29,0,36,0,5,0.0,35644653.31999999,-35644653.31999999,-7.389675270607821,,
GOOG,2026-03-02,0,27,0,5,0.0,23191070.930000003,-23191070.930000003,-12.294897729826937,,
GOOG,2026-04-15,0,12,0,1,0.0,348232.37,-348232.37,,,
GOOGL,2026-01-29,0,36,0,5,0.0,35644653.31999999,-35644653.31999999,-7.217047111693109,,
GOOGL,2026-03-02,0,27,0,5,0.0,23191070.930000003,-23191070.930000003,-12.272260713369255,,
GOOGL,2026-04-15,0,12,0,1,0.0,348232.37,-348232.37,,,
GPK,2026-03-04,5,0,2,0,700292.9691999999,0.0,700292.9691999999,-14.982269503546098,,
GPN,2026-02-20,1,0,1,0,99344.70000000001,0.0,99344.70000000001,-14.641744548286606,,
GRMN,2026-02-13,0,18,0,8,0.0,10730933.2912,-10730933.2912,15.55457140045271,,
GS,2026-01-27,0,60,0,5,0.0,31191793.950000003,-31191793.950000003,-1.12463245551907,,
GS,2026-04-17,0,2,0,1,0.0,1024894.8,-1024894.8,,,
GTLB,2026-02-17,0,10,0,2,0.0,17607809.223,-17607809.223,-22.571912013536387,,
GTLB,2026-03-20,2,11,1,3,128342.34999999999,13360141.9516,-13231799.6016,-5.373525557011794,,
GTM,2026-02-18,0,3,0,2,0.0,313463.11000000004,-313463.11000000004,-9.24499229583976,,
GTM,2026-04-02,0,2,0,2,0.0,250661.9681,-250661.9681,,,
GWRE,2026-01-26,0,5,0,1,0.0,816720.0,-816720.0,-19.927513591201663,-12.791351621570957,
GWRE,2026-03-02,0,11,0,5,0.0,4060387.4638,-4060387.4638,-0.28901734104045396,,
GWRE,2026-04-06,0,3,0,1,0.0,491592.0,-491592.0,,,
GWW,2026-03-24,0,24,0,1,0.0,4148435.4975,-4148435.4975,9.455935209157218,,
H,2026-02-19,0,4,0,4,0.0,765040.8200000001,-765040.8200000001,-14.052637846850057,,
H,2026-03-23,0,16,0,11,0.0,64361136.3996,-64361136.3996,20.146365491520648,,
HAL,2026-01-26,0,1,0,1,0.0,88854.99999999999,-88854.99999999999,5.4197349042709675,18.88070692194401,
HAL,2026-03-06,0,4,0,4,0.0,7317882.4,-7317882.4,10.71428571428572,,
HALO,2026-02-03,0,14,0,1,0.0,7329660.037,-7329660.037,-5.950302216252523,,
HALO,2026-03-09,0,9,0,2,0.0,5182377.9799999995,-5182377.9799999995,-5.595962594626691,,
HAS,2026-02-12,0,11,0,6,0.0,42932006.46520001,-42932006.46520001,-11.836888804983946,,
HAYW,2026-02-02,0,2,0,1,0.0,1664765.253,-1664765.253,-3.4696406443618377,,
HAYW,2026-03-09,0,2,0,2,0.0,921699.4413,-921699.4413,-8.944182918628108,,
HBAN,2026-02-04,6,3,2,2,511768.74,441982.75,69785.98999999999,-9.29853181076673,,
HBAN,2026-03-09,3,2,2,2,528584.9,1158948.9,-630363.9999999999,-2.636419374616783,,
HCA,2026-02-03,0,12,0,5,0.0,29280896.7528,-29280896.7528,9.572305524806257,,
HD,2026-03-04,0,2,0,2,0.0,1602286.5,-1602286.5,-10.182056034012865,,
HEI,2026-03-04,1,0,1,0,999896.9214,0.0,999896.9214,-15.680572985216234,,
HEI,2026-04-15,0,1,0,1,0.0,150748.4732,-150748.4732,,,
HHH,2026-03-13,1,1,1,1,81206.874,104491.31999999999,-23284.445999999996,4.093188804400594,,
HIG,2026-02-02,0,12,0,4,0.0,43886276.8846,-43886276.8846,4.457278246705165,,
HIG,2026-03-10,0,2,0,1,0.0,5617536.6981,-5617536.6981,0.6886553098949033,,
HII,2026-03-02,0,5,0,5,0.0,7355796.32,-7355796.32,-16.971114910465225,,
HLI,2026-02-06,0,1,0,1,0.0,854300.0000000001,-854300.0000000001,-12.593783494105038,,
HLI,2026-04-01,0,1,0,1,0.0,71700.0,-71700.0,,,
HLNE,2026-02-20,6,0,5,0,4227593.2495,0.0,4227593.2495,-11.867256637168133,,
HLT,2026-02-17,0,4,0,1,0.0,36283558.911,-36283558.911,-4.230500286059369,,
HOG,2026-02-25,3,2,3,2,411995.6,197521.05099999998,214474.549,-5.087358684480991,,
HON,2026-01-30,0,7,0,3,0.0,5669376.3100000005,-5669376.3100000005,9.153318077803196,,
HON,2026-03-02,0,2,0,2,0.0,759602.3,-759602.3,-8.255675520341565,,
HOOD,2026-01-26,0,24,0,6,0.0,21911511.2253,-21911511.2253,-31.40480418730722,-20.82437610991682,
HOOD,2026-03-03,0,20,0,4,0.0,6857499.944399999,-6857499.944399999,-12.033511043412037,,
HOOD,2026-04-06,0,17,0,6,0.0,33431809.455100004,-33431809.455100004,,,
HPE,2026-03-25,0,9,0,3,0.0,15442948.460600002,-15442948.460600002,16.861924686192474,,
HPQ,2026-03-11,0,1,0,1,0.0,834326.84,-834326.84,-2.1820117083555135,,
HR,2026-03-04,2,0,2,0,181087.4,0.0,181087.4,-7.692307692307687,,
HSIC,2026-02-26,0,10,0,5,0.0,8575165.389,-8575165.389,-10.010987669393245,,
HST,2026-02-27,0,1,0,1,0.0,252826.34999999998,-252826.34999999998,-7.192118226600986,,
HSY,2026-02-18,0,30,0,4,0.0,12626994.307000002,-12626994.307000002,-3.0446672743846936,,
HSY,2026-03-23,0,125,0,3,0.0,45189967.2841,-45189967.2841,-10.197963262586839,,
HUBB,2026-02-06,0,16,0,5,0.0,18018014.423100002,-18018014.423100002,0.07386130488304943,,
HUBS,2026-02-03,0,3,0,2,0.0,2438556.73,-2438556.73,1.6529227176530492,,
HUBS,2026-03-17,0,1,0,1,0.0,2233375.0,-2233375.0,-17.364680979739944,,
HUBS,2026-04-21,0,1,0,1,0.0,1913130.24,-1913130.24,,,
HUM,2026-02-23,1,0,1,0,150016.05000000002,0.0,150016.05000000002,-10.372438497603131,,
HWM,2026-02-18,0,2,0,2,0.0,11624431.57,-11624431.57,-4.205107899425853,,
HXL,2026-02-27,0,1,0,1,0.0,139200.0,-139200.0,-15.373134328358207,,
IBKR,2026-01-26,1,5,1,1,3660.4999999999995,11755911.2,-11752250.7,-7.29569476669244,-1.2374323279195631,
IBKR,2026-03-02,2,0,1,0,3439.75,0.0,3439.75,-10.535187526337975,,
IBM,2026-01-30,3,0,3,0,417154.99240000005,0.0,417154.99240000005,-22.594101668606903,,
ICE,2026-02-05,0,26,0,8,0.0,54833562.77239999,-54833562.77239999,0.8128601759175069,,
ICE,2026-03-09,0,1,0,1,0.0,263936.0,-263936.0,0.06618930140200874,,
IDA,2026-02-23,0,3,0,3,0.0,539000.5879,-539000.5879,-2.3161055114732876,,
IDXX,2026-02-10,0,31,0,5,0.0,29862141.279799998,-29862141.279799998,-6.137951515340967,,
IFF,2026-02-09,2,0,1,0,11117.77,0.0,11117.77,-2.632985832665058,,
IFF,2026-03-12,4,0,2,0,11948182.385999998,0.0,11948182.385999998,5.529685681024432,,
ILMN,2026-02-09,1,2,1,2,23562.0,430563.0800000001,-407001.0800000001,2.1967925158703494,,
INCY,2026-02-19,0,2,0,1,0.0,3642965.96,-3642965.96,-9.748519273715884,,
INCY,2026-04-17,0,1,0,1,0.0,1801365.5,-1801365.5,,,
INGM,2026-03-09,0,2,0,1,0.0,295799965.68,-295799965.68,17.49773345421579,,
INGR,2026-02-11,0,4,0,2,0.0,5741732.67,-5741732.67,-6.233153638814026,,
INGR,2026-03-18,0,2,0,2,0.0,42275.785,-42275.785,0.6365484926178056,,
INSM,2026-02-02,0,22,0,5,0.0,9755356.680000002,-9755356.680000002,-6.291834002677376,,
INSM,2026-03-05,0,11,0,3,0.0,20560465.529999997,-20560465.529999997,8.373365358953833,,
INSM,2026-04-06,0,7,0,1,0.0,3286667.5100000002,-3286667.5100000002,,,
INTC,2026-01-26,1,1,1,1,249985.0,981000.0,-731015.0,2.329709341025077,83.13734191258044,
INTU,2026-03-10,0,3,0,1,0.0,457045.82999999996,-457045.82999999996,-17.767644140435323,,
IONS,2026-01-30,0,15,0,9,0.0,20049001.406700004,-20049001.406700004,-2.288984263233196,,
IONS,2026-03-03,0,34,0,11,0.0,49578750.6658,-49578750.6658,-8.382137628111263,,
IONS,2026-04-15,0,5,0,4,0.0,1241823.268,-1241823.268,,,
IOT,2026-02-03,0,27,0,5,0.0,27662971.439999998,-27662971.439999998,8.63309352517987,,
IOT,2026-03-06,0,30,0,6,0.0,18453634.0285,-18453634.0285,6.321839080459779,,
IOT,2026-04-13,0,21,0,4,0.0,14538400.9063,-14538400.9063,,,
IP,2026-01-30,2,0,2,0,3008215.0,0.0,3008215.0,9.974358974358966,,
IP,2026-03-11,2,0,1,0,1000036.127,0.0,1000036.127,-5.9094397544129045,,
IPGP,2026-02-02,0,38,0,4,0.0,17671234.3,-17671234.3,42.48457959095335,,
IPGP,2026-03-17,0,1,0,1,0.0,58110.0,-58110.0,5.790024415765593,,
IR,2026-02-03,0,18,0,7,0.0,39910007.715,-39910007.715,3.2606251405441933,,
IR,2026-04-13,0,1,0,1,0.0,2683296.0,-2683296.0,,,
IRDM,2026-04-02,0,2,0,1,0.0,184909.0,-184909.0,,,
IRM,2026-02-20,0,27,0,4,0.0,59081236.589999996,-59081236.589999996,-7.896440129449845,,
IRM,2026-04-01,0,2,0,2,0.0,4567924.539999999,-4567924.539999999,,,
ISRG,2026-01-27,0,9,0,3,0.0,14989841.38,-14989841.38,-4.281310867797494,,
ISRG,2026-02-27,0,12,0,4,0.0,6326032.7948,-6326032.7948,-10.696811868686861,,
IT,2026-02-05,1,0,1,0,7706.5,0.0,7706.5,7.077234999683202,,
ITT,2026-03-05,0,6,0,1,0.0,12099128.166800002,-12099128.166800002,-2.3008849557522137,,
ITW,2026-02-04,0,8,0,3,0.0,54955458.36,-54955458.36,1.2907389480477427,,
J,2026-03-06,0,1,0,1,0.0,193147.19999999998,-193147.19999999998,-5.922116091109475,,
JAZZ,2026-02-26,0,19,0,5,0.0,14155819.6372,-14155819.6372,-3.901844231062346,,
JAZZ,2026-04-01,0,3,0,1,0.0,1143010.3044,-1143010.3044,,,
JBHT,2026-02-03,0,7,0,7,0.0,4462177.0964,-4462177.0964,10.963109914505687,,
JBHT,2026-04-21,0,2,0,2,0.0,573228.1096000001,-573228.1096000001,,,
JBL,2026-02-02,0,7,0,1,0.0,102871.84,-102871.84,7.188330030777013,,
JBL,2026-03-24,0,15,0,8,0.0,13678730.7943,-13678730.7943,26.342672575677906,,
JCI,2026-02-05,1,3,1,2,1011320.1,1329335.5,-318015.4,2.2472777820681022,,
JHG,2026-02-11,0,5,0,5,0.0,9137196.9325,-9137196.9325,4.456882255389716,,
JLL,2026-03-10,0,2,0,2,0.0,2366611.76,-2366611.76,5.606392149061712,,
JNJ,2026-01-26,0,16,0,6,0.0,79466268.706,-79466268.706,11.874261833378764,3.3433269737439986,
JNJ,2026-02-27,0,1,0,1,0.0,1010070.25,-1010070.25,-1.2403992278309461,,
JPM,2026-02-17,0,14,0,9,0.0,43419898.41940001,-43419898.41940001,-5.176003966286569,,
JPM,2026-03-23,0,9,0,9,0.0,55428215.4745,-55428215.4745,9.226689000558341,,
KEX,2026-02-04,0,8,0,8,0.0,10315937.89,-10315937.89,7.954922108054352,,
KEY,2026-01-29,0,2,0,2,0.0,2886691.5300000003,-2886691.5300000003,-2.674800563115909,,
KEYS,2026-02-20,0,4,0,4,0.0,9842133.0,-9842133.0,15.859564164648909,,
KEYS,2026-03-24,0,4,0,4,0.0,1931149.47,-1931149.47,17.306893687707657,,
KHC,2026-03-02,0,2,0,1,0.0,344078.39,-344078.39,-9.223892726533933,,
KIM,2026-02-17,0,1,0,1,0.0,198872.03519999998,-198872.03519999998,2.289740202553947,,
KKR,2026-02-09,13,0,5,0,50931132.3,0.0,50931132.3,-12.82945736434109,,
KMB,2026-02-05,1,1,1,1,1041467.0,317980.21,723486.79,1.3273907567096233,,
KMI,2026-02-02,1,2,1,2,89236.2,441082.608,-351846.408,11.380780583797968,,
KMI,2026-03-05,0,2,0,2,0.0,259248.84999999998,-259248.84999999998,-2.800707547169823,,
KMI,2026-04-06,0,2,0,2,0.0,252238.59399999998,-252238.59399999998,,,
KMPR,2026-02-06,0,1,0,1,0.0,17468.64,-17468.64,-8.846383741781239,,
KNSL,2026-02-24,0,4,0,3,0.0,3804247.17,-3804247.17,-12.396028977730078,,
KNX,2026-02-04,0,9,0,5,0.0,7290386.2851,-7290386.2851,2.1087866108786546,,
KO,2026-02-03,0,11,0,6,0.0,70134456.8619,-70134456.8619,3.6771538563653117,,
KO,2026-03-09,0,1,0,1,0.0,1847686.344,-1847686.344,-1.466770508826598,,
L,2026-02-10,0,11,0,4,0.0,22773517.449999996,-22773517.449999996,-1.911632100991889,,
LAD,2026-03-12,0,1,0,1,0.0,19449.75,-19449.75,3.517549844591028,,
LAMR,2026-03-05,0,2,0,2,0.0,941237.45,-941237.45,-8.251868890166769,,
LAZ,2026-03-17,0,4,0,2,0.0,3292866.3359999997,-3292866.3359999997,22.865701447828247,,
LBRDA,2026-02-10,0,6,0,1,0.0,4062849.1138,-4062849.1138,-5.65217391304349,,
LBRDK,2026-02-10,0,6,0,1,0.0,4062849.1138,-4062849.1138,-5.724088118454318,,
LBTYA,2026-03-17,0,6,0,1,0.0,2404326.0,-2404326.0,1.8077239112571863,,
LBTYK,2026-03-17,0,6,0,1,0.0,2404326.0,-2404326.0,0.41876046901172526,,
LDOS,2026-04-07,0,2,0,1,0.0,317555.386,-317555.386,,,
LEA,2026-02-19,0,9,0,6,0.0,5504524.326,-5504524.326,-15.573411249086933,,
LECO,2026-02-17,0,6,0,2,0.0,8080553.804199999,-8080553.804199999,-11.202669572323632,,
LFUS,2026-02-02,0,29,0,9,0.0,16227757.019999998,-16227757.019999998,6.578947368421062,,
LH,2026-02-09,0,8,0,5,0.0,4781980.4775,-4781980.4775,-3.0663780663780615,,
LH,2026-03-27,0,2,0,2,0.0,660147.6000000001,-660147.6000000001,,,
LHX,2026-02-05,0,5,0,3,0.0,6824370.34,-6824370.34,8.122216651428914,,
LII,2026-02-04,0,3,0,3,0.0,563687.0,-563687.0,3.9784459871383904,,
LIN,2026-02-17,0,5,0,3,0.0,10251548.395,-10251548.395,2.713097713097712,,
LINE,2026-03-09,2,0,1,0,936965.6924,0.0,936965.6924,-17.341772151898738,,
LITE,2026-02-06,0,62,0,4,0.0,38851502.5081,-38851502.5081,27.015185757900163,,
LLYVK,2026-03-30,0,1,0,1,0.0,1284000.0,-1284000.0,,,
LMT,2026-02-24,0,1,0,1,0.0,6660.5,-6660.5,-7.636765462747119,,
LNC,2026-02-18,1,3,1,2,9783.0,734040.5,-724257.5,-18.739475583353382,,
LNG,2026-03-02,0,7,0,5,0.0,29440110.4686,-29440110.4686,24.56624103847622,,
LOAR,2026-03-10,12,0,4,0,14295504.729,0.0,14295504.729,-8.839699074074082,,
LOW,2026-03-04,0,1,0,1,0.0,2670382.4888,-2670382.4888,-8.42840512223516,,
LPLA,2026-02-26,0,12,0,4,0.0,2296085.45,-2296085.45,-4.6315194523817045,,
LPLA,2026-04-14,0,6,0,1,0.0,518900.67,-518900.67,,,
LPX,2026-02-02,1,16,1,1,1709800.0,4986523.4399999995,-3276723.4399999995,-1.2897062335801235,,
LPX,2026-03-10,0,1,0,1,0.0,102167.0,-102167.0,-3.090394025238208,,
LRCX,2026-02-06,0,6,0,3,0.0,29658952.090000004,-29658952.090000004,-1.0126107543012464,,
LSCC,2026-02-12,0,40,0,11,0.0,11975751.850899998,-11975751.850899998,-18.908953389429893,,
LULU,2026-03-20,2,1,2,1,1494568.5,100142.0,1394426.5,0.748927945883926,,
LUV,2026-04-07,0,1,0,1,0.0,4478.1,-4478.1,,,
LVS,2026-03-17,0,1,0,1,0.0,3294033.75,-3294033.75,4.767225325884539,,
LW,2026-02-06,1,0,1,0,2432330.0,0.0,2432330.0,-3.64363942712721,,
LW,2026-04-06,6,0,3,0,16374265.0,0.0,16374265.0,,,
LYB,2026-03-09,0,6,0,1,0.0,26256663.056599997,-26256663.056599997,19.594695276411866,,
LYFT,2026-02-13,1,3,1,3,100178.75,416917.3563,-316738.6063,3.831417624521083,,
LYFT,2026-04-17,0,1,0,1,0.0,354915.0,-354915.0,,,
LYV,2026-03-10,0,1,0,1,0.0,156581.28,-156581.28,-1.3510253317249754,,
M,2026-03-25,0,20,0,5,0.0,3670183.9165999996,-3670183.9165999996,9.793253536452662,,
MA,2026-02-23,0,23,0,1,0.0,4478314.5214,-4478314.5214,-4.944814878136805,,
MAA,2026-04-06,0,4,0,4,0.0,220808.65000000002,-220808.65000000002,,,
MAR,2026-02-13,0,10,0,7,0.0,34274268.9477,-34274268.9477,-9.361270699560665,,
MAS,2026-02-12,0,5,0,3,0.0,5117079.524999999,-5117079.524999999,-19.560669456066947,,
MASI,2026-01-28,0,3,0,1,0.0,2555570.28,-2555570.28,27.04466357308586,,
MAT,2026-02-12,1,0,1,0,1009300.5,0.0,1009300.5,1.6455696202531511,,
MCD,2026-02-10,0,8,0,4,0.0,22917102.94,-22917102.94,-0.11977886977888597,,
MCD,2026-03-18,0,3,0,2,0.0,1104829.51,-1104829.51,-5.927060986821953,,
MCD,2026-04-23,0,1,0,1,0.0,100805.76000000001,-100805.76000000001,,,
MCHP,2026-01-28,0,6,0,4,0.0,17342436.282899998,-17342436.282899998,-0.2527940393826422,,
