ticker,date,bull_count,bear_count,bull_delta,bear_delta,event_type,fwd_21d_pct,fwd_63d_pct,fwd_126d_pct
BYD,2026-03-01,10,0,0,0,no_change,-3.676558933077023,,
BYD,2026-04-01,10,0,0,0,no_change,,,
C,2026-02-01,25,0,1,0,upgrade_1,-4.27793621985999,,
C,2026-03-01,25,0,0,0,no_change,-2.6499682366820987,,
C,2026-04-01,26,0,1,0,upgrade_1,,,
CACC,2026-02-01,0,3,0,-1,no_change,-3.414017341040465,,
CACC,2026-03-01,0,3,0,0,no_change,-10.847880299251866,,
CACC,2026-04-01,0,3,0,0,no_change,,,
CACI,2026-02-01,18,0,0,0,no_change,1.477649940378356,,
CACI,2026-03-01,18,0,0,0,no_change,-8.471409607158654,,
CACI,2026-04-01,19,0,1,0,upgrade_1,,,
CAG,2026-02-01,2,7,0,0,no_change,2.4311183144246407,,
CAG,2026-03-01,2,7,0,0,no_change,-18.285714285714285,,
CAG,2026-04-01,2,8,0,1,no_change,,,
CAH,2026-02-01,19,0,1,0,upgrade_1,5.337862993298592,,
CAH,2026-03-01,19,0,0,0,no_change,-9.998691270776073,,
CAH,2026-04-01,19,0,0,0,no_change,,,
CAI,2026-02-01,11,0,0,0,no_change,-16.321243523316063,,
CAI,2026-03-01,12,0,1,0,upgrade_1,-16.335650446871895,,
CAI,2026-04-01,12,0,0,0,no_change,,,
CAR,2026-02-01,5,1,0,0,no_change,-15.662231498391154,,
CAR,2026-03-01,5,1,0,0,no_change,39.16435684221333,,
CAR,2026-04-01,5,1,0,0,no_change,,,
CARR,2026-02-01,20,0,0,0,no_change,2.6686807653575118,,
CARR,2026-03-01,20,0,0,0,no_change,-15.59006211180125,,
CARR,2026-04-01,20,0,0,0,no_change,,,
CART,2026-02-01,23,2,1,1,upgrade_1,0.457481162540363,,
CART,2026-03-01,22,2,-1,0,downgrade_1,-0.8531058384430801,,
CART,2026-04-01,23,2,1,0,upgrade_1,,,
CASY,2026-02-01,16,0,1,0,upgrade_1,11.825226710634794,,
CASY,2026-03-01,16,0,0,0,no_change,2.8019661897052073,,
CASY,2026-04-01,16,0,0,0,no_change,,,
CAT,2026-02-01,18,2,0,0,no_change,9.86065474017279,,
CAT,2026-03-01,18,2,0,0,no_change,-10.150370878935977,,
CAT,2026-04-01,18,2,0,0,no_change,,,
CAVA,2026-02-01,21,0,1,0,upgrade_1,27.136258660508084,,
CAVA,2026-03-01,20,0,-1,0,downgrade_1,-6.705468655268588,,
CAVA,2026-04-01,20,0,0,0,no_change,,,
CB,2026-02-01,18,2,2,0,upgrade_wave_2,9.284145238402907,,
CB,2026-03-01,18,2,0,0,no_change,-4.5502552367540865,,
CB,2026-04-01,18,2,0,0,no_change,,,
CBOE,2026-02-01,9,3,0,0,no_change,14.853240775673427,,
CBOE,2026-03-01,9,3,0,0,no_change,-5.812091285199528,,
CBOE,2026-04-01,9,3,0,0,no_change,,,
CBRE,2026-02-01,16,0,0,0,no_change,-16.262549169259678,,
CBRE,2026-03-01,17,0,1,0,upgrade_1,-9.833401056481117,,
CBRE,2026-04-01,17,0,0,0,no_change,,,
CBSH,2026-02-01,6,0,0,0,no_change,-1.9566869300911893,,
CBSH,2026-03-01,6,0,0,0,no_change,-5.432437732888806,,
CBSH,2026-04-01,6,0,0,0,no_change,,,
CCC,2026-02-01,13,1,0,0,no_change,-25.46174142480211,,
CCC,2026-03-01,13,1,0,0,no_change,0.0,,
CCC,2026-04-01,13,1,0,0,no_change,,,
CCI,2026-02-01,15,1,0,0,no_change,3.974196521138129,,
CCI,2026-03-01,14,1,-1,0,downgrade_1,-11.011838284565556,,
CCI,2026-04-01,14,1,0,0,no_change,,,
CCK,2026-02-01,17,0,0,0,no_change,7.8429499426824645,,
CCK,2026-03-01,14,0,-3,0,downgrade_wave_3,-14.293193717277486,,
CCK,2026-04-01,13,0,-1,0,downgrade_1,,,
CCL,2026-02-01,25,0,0,0,no_change,-4.963357761492338,,
CCL,2026-03-01,25,0,0,0,no_change,-24.057052297939773,,
CCL,2026-04-01,26,0,1,0,upgrade_1,,,
CDNS,2026-02-01,26,0,0,0,no_change,1.440815224726677,,
CDNS,2026-03-01,28,0,2,0,upgrade_wave_2,-10.126078301260776,,
CDNS,2026-04-01,28,0,0,0,no_change,,,
CDW,2026-02-01,11,0,-1,0,downgrade_1,-0.8782340375029674,,
CDW,2026-03-01,10,0,-1,0,downgrade_1,-3.3675799086757996,,
CDW,2026-04-01,10,0,0,0,no_change,,,
CE,2026-02-01,13,1,0,0,no_change,15.481548154815483,,
CE,2026-03-01,14,1,1,0,upgrade_1,28.654385262314786,,
CE,2026-04-01,16,1,2,0,upgrade_wave_2,,,
CEG,2026-02-01,18,0,1,0,upgrade_1,15.743907652843102,,
CEG,2026-03-01,18,0,0,0,no_change,-9.479204559233656,,
CEG,2026-04-01,21,0,3,0,upgrade_wave_3,,,
CELH,2026-02-01,22,1,-1,0,downgrade_1,-10.23246951219512,,
CELH,2026-03-01,24,0,2,-1,upgrade_wave_2,-36.93340794627867,,
CELH,2026-04-01,25,0,1,0,upgrade_1,,,
CERT,2026-02-01,13,0,1,0,upgrade_1,-17.633674630261652,,
CERT,2026-03-01,12,0,-1,0,downgrade_1,-19.774011299435035,,
CERT,2026-04-01,12,0,0,0,no_change,,,
CF,2026-02-01,12,1,0,0,no_change,14.019092566770341,,
CF,2026-03-01,11,2,-1,1,downgrade_1,38.23588507132809,,
CF,2026-04-01,4,10,-7,8,downgrade_wave_3,,,
CFG,2026-02-01,23,0,1,0,upgrade_1,-5.239758653540805,,
CFG,2026-03-01,23,0,0,0,no_change,-4.55225120451902,,
CFG,2026-04-01,24,0,1,0,upgrade_1,,,
CFR,2026-02-01,9,3,1,0,upgrade_1,1.9227978522710742,,
CFR,2026-03-01,9,3,0,0,no_change,-2.0981044711329777,,
CFR,2026-04-01,9,3,0,0,no_change,,,
CG,2026-02-01,17,1,0,0,no_change,-12.112963593058868,,
CG,2026-03-01,18,1,1,0,upgrade_1,-10.713598768994038,,
CG,2026-04-01,18,1,0,0,no_change,,,
CGNX,2026-02-01,20,1,0,0,no_change,38.384099122354144,,
CGNX,2026-03-01,21,1,1,0,upgrade_1,-15.551470588235293,,
CGNX,2026-04-01,21,0,0,-1,no_change,,,
CHD,2026-02-01,13,4,0,0,no_change,7.0337662337662366,,
CHD,2026-03-01,13,2,0,-2,no_change,-10.442494754911314,,
CHD,2026-04-01,13,2,0,0,no_change,,,
CHDN,2026-02-01,18,0,0,0,no_change,-5.022366815778767,,
CHDN,2026-03-01,18,0,0,0,no_change,-6.602849994561089,,
CHDN,2026-04-01,18,0,0,0,no_change,,,
CHE,2026-02-01,6,0,-1,0,downgrade_1,-0.6976635295219302,,
CHE,2026-03-01,4,0,-2,0,downgrade_wave_2,-8.760761932635797,,
CHE,2026-04-01,4,0,0,0,no_change,,,
CHH,2026-02-01,1,9,0,0,no_change,3.005836575875498,,
CHH,2026-03-01,3,9,2,0,upgrade_wave_2,-3.9012814428096787,,
CHH,2026-04-01,3,9,0,0,no_change,,,
CHRD,2026-02-01,20,0,-1,0,downgrade_1,12.071029529130106,,
CHRD,2026-03-01,20,0,0,0,no_change,34.94509550613638,,
CHRD,2026-04-01,23,0,3,0,upgrade_wave_3,,,
CHRW,2026-02-01,21,1,0,-1,no_change,-0.8361118235444942,,
CHRW,2026-03-01,21,1,0,0,no_change,-12.593792172739548,,
CHRW,2026-04-01,21,1,0,0,no_change,,,
CHTR,2026-02-01,6,9,-5,4,downgrade_wave_3,11.299243159324668,,
CHTR,2026-03-01,6,9,0,0,no_change,-5.834718492946345,,
CHTR,2026-04-01,6,9,0,0,no_change,,,
CHWY,2026-02-01,26,0,0,0,no_change,-7.798007557540365,,
CHWY,2026-03-01,27,0,1,0,upgrade_1,-5.616338439095559,,
CHWY,2026-04-01,27,0,0,0,no_change,,,
CI,2026-02-01,27,0,0,0,no_change,3.582503374557655,,
CI,2026-03-01,27,0,0,0,no_change,-10.951625146642751,,
CI,2026-04-01,29,0,2,0,upgrade_wave_2,,,
CIEN,2026-02-01,16,0,-1,0,downgrade_1,32.2703625749573,,
CIEN,2026-03-01,16,0,0,0,no_change,4.674505305420129,,
CIEN,2026-04-01,18,0,2,0,upgrade_wave_2,,,
CINF,2026-02-01,10,0,0,0,no_change,4.748585990428245,,
CINF,2026-03-01,10,0,0,0,no_change,-4.610318331503849,,
CINF,2026-04-01,10,0,0,0,no_change,,,
CL,2026-02-01,19,1,1,-1,upgrade_1,5.781371137446012,,
CL,2026-03-01,19,1,0,0,no_change,-13.526326407101063,,
CL,2026-04-01,19,1,0,0,no_change,,,
CLF,2026-02-01,7,2,0,0,no_change,-19.476744186046513,,
CLF,2026-03-01,6,2,-1,0,downgrade_1,-23.92120075046905,,
CLF,2026-04-01,2,7,-4,5,downgrade_wave_3,,,
CLH,2026-02-01,12,0,0,0,no_change,14.328036628063545,,
CLH,2026-03-01,12,0,0,0,no_change,-4.5839017735334275,,
CLH,2026-04-01,12,0,0,0,no_change,,,
CLVT,2026-02-01,1,5,-1,0,downgrade_1,-6.792452830188667,,
CLVT,2026-03-01,1,4,0,-1,no_change,5.21739130434784,,
CLVT,2026-04-01,1,4,0,0,no_change,,,
CLX,2026-02-01,2,9,0,0,no_change,7.412004610337797,,
CLX,2026-03-01,2,8,0,-1,no_change,-19.455803711859076,,
CLX,2026-04-01,2,8,0,0,no_change,,,
CMCSA,2026-02-01,15,2,-1,1,downgrade_1,4.23529411764707,,
CMCSA,2026-03-01,15,3,0,1,no_change,-6.6537467700258475,,
CMCSA,2026-04-01,15,3,0,0,no_change,,,
CME,2026-02-01,11,3,1,0,upgrade_1,12.478378191378958,,
CME,2026-03-01,11,3,0,0,no_change,-6.8607198748043885,,
CME,2026-04-01,10,3,-1,0,downgrade_1,,,
CMG,2026-02-01,29,0,0,0,no_change,-4.990995626447125,,
CMG,2026-03-01,30,0,1,0,upgrade_1,-16.281569048898437,,
CMG,2026-04-01,31,0,1,0,upgrade_1,,,
CMI,2026-02-01,15,0,-1,0,downgrade_1,-3.2358937147990763,,
CMI,2026-03-01,16,0,1,0,upgrade_1,-12.36062822203573,,
CMI,2026-04-01,15,0,-1,0,downgrade_1,,,
CMS,2026-02-01,12,0,0,0,no_change,8.826409288012304,,
CMS,2026-03-01,12,0,0,0,no_change,-1.1015755091584478,,
CMS,2026-04-01,12,0,0,0,no_change,,,
CNA,2026-02-01,1,6,0,0,no_change,3.2804011700793945,,
CNA,2026-03-01,1,6,0,0,no_change,-4.997917534360696,,
CNA,2026-04-01,1,6,0,0,no_change,,,
CNC,2026-02-01,8,2,1,0,upgrade_1,1.154201292705448,,
CNC,2026-03-01,8,2,0,0,no_change,-29.14438502673797,,
CNC,2026-04-01,8,2,0,0,no_change,,,
CNH,2026-02-01,16,1,2,0,upgrade_wave_2,12.081784386617112,,
CNH,2026-03-01,16,1,0,0,no_change,-15.44715447154472,,
CNH,2026-04-01,16,1,0,0,no_change,,,
CNM,2026-02-01,13,1,0,0,no_change,0.993253373313352,,
CNM,2026-03-01,13,1,0,0,no_change,-11.835302806499259,,
CNM,2026-04-01,13,1,0,0,no_change,,,
CNP,2026-02-01,11,0,1,0,upgrade_1,9.32224741748553,,
CNP,2026-03-01,12,0,1,0,upgrade_1,-1.172413793103444,,
CNP,2026-04-01,12,0,0,0,no_change,,,
CNXC,2026-02-01,8,0,0,0,no_change,-12.79785809906292,,
CNXC,2026-03-01,8,0,0,0,no_change,-18.658536585365848,,
CNXC,2026-04-01,8,0,0,0,no_change,,,
COF,2026-02-01,22,0,0,0,no_change,-11.510528479422655,,
COF,2026-03-01,22,0,0,0,no_change,-8.950112451441417,,
COF,2026-04-01,22,0,0,0,no_change,,,
COHR,2026-02-01,22,0,0,0,no_change,32.34517862192479,,
COHR,2026-03-01,21,0,-1,0,downgrade_1,-15.170123199320285,,
COHR,2026-04-01,22,0,1,0,upgrade_1,,,
COIN,2026-02-01,30,1,3,0,upgrade_wave_3,-6.3571942076614985,,
COIN,2026-03-01,29,2,-1,1,downgrade_1,-8.564117145294281,,
COIN,2026-04-01,28,2,-1,0,downgrade_1,,,
COKE,2022-09-01,0,3,0,0,no_change,,,
COKE,2022-10-01,0,3,0,0,no_change,,,
COKE,2022-11-01,0,3,0,0,no_change,,,
COLB,2026-02-01,9,0,0,0,no_change,-2.5815217391304435,,
COLB,2026-03-01,9,0,0,0,no_change,-5.834797891036903,,
COLB,2026-04-01,9,0,0,0,no_change,,,
COLD,2026-02-01,10,1,-2,0,downgrade_wave_2,2.1756647864625167,,
COLD,2026-03-01,9,2,-1,1,downgrade_1,-14.413741598207618,,
COLD,2026-04-01,10,2,1,0,upgrade_1,,,
COLM,2026-02-01,7,1,0,0,no_change,8.936324167872645,,
COLM,2026-03-01,7,1,0,0,no_change,-14.643203099773972,,
COLM,2026-04-01,7,1,0,0,no_change,,,
COO,2026-02-01,15,1,1,0,upgrade_1,2.4453182600147505,,
COO,2026-03-01,15,1,0,0,no_change,-17.162662842117847,,
COO,2026-04-01,14,1,-1,0,downgrade_1,,,
COP,2026-02-01,26,1,-1,1,downgrade_1,13.710064280917189,,
COP,2026-03-01,24,1,-2,0,downgrade_wave_2,17.124977965802923,,
COP,2026-04-01,24,1,0,0,no_change,,,
COR,2026-02-01,19,0,2,0,upgrade_wave_2,3.4018150437058026,,
COR,2026-03-01,19,0,0,0,no_change,-16.716827000591174,,
COR,2026-04-01,15,0,-4,0,downgrade_wave_3,,,
CORT,2026-02-01,9,1,0,0,no_change,-11.512415349887128,,
CORT,2026-03-01,9,1,0,0,no_change,6.7787114845938135,,
CORT,2026-04-01,9,0,0,-1,no_change,,,
COST,2026-02-01,30,1,2,0,upgrade_wave_2,7.181068864663653,,
COST,2026-03-01,30,1,0,0,no_change,-1.405831082618536,,
COST,2026-04-01,30,1,0,0,no_change,,,
COTY,2026-02-01,8,2,0,0,no_change,-22.71293375394321,,
COTY,2026-03-01,2,5,-6,3,downgrade_wave_3,-19.521912350597603,,
COTY,2026-04-01,2,5,0,0,no_change,,,
CPAY,2026-02-01,18,0,1,0,upgrade_1,6.289927851762389,,
CPAY,2026-03-01,19,0,1,0,upgrade_1,-10.685942786834824,,
CPAY,2026-04-01,18,0,-1,0,downgrade_1,,,
CPB,2026-02-01,2,11,0,1,no_change,-6.897784131522511,,
CPB,2026-03-01,2,11,0,0,no_change,-17.69944341372913,,
CPB,2026-04-01,3,12,1,1,upgrade_1,,,
CPNG,2026-02-01,18,0,0,0,no_change,-4.712301587301582,,
CPNG,2026-03-01,17,0,-1,0,downgrade_1,-4.29769392033541,,
CPNG,2026-04-01,17,1,0,1,no_change,,,
CPRT,2026-02-01,12,1,0,0,no_change,-5.174963035978319,,
CPRT,2026-03-01,12,1,0,0,no_change,-14.38697820950382,,
CPRT,2026-04-01,12,1,0,0,no_change,,,
CPT,2026-02-01,11,2,-1,1,downgrade_1,-0.7886290692342923,,
CPT,2026-03-01,11,2,0,0,no_change,-9.691711279305892,,
CPT,2026-04-01,11,2,0,0,no_change,,,
CR,2026-02-01,16,0,0,0,no_change,9.970433639947451,,
CR,2026-03-01,16,0,0,0,no_change,-19.782576173141166,,
CR,2026-04-01,16,0,0,0,no_change,,,
CRCL,2026-02-01,17,2,0,-1,no_change,55.84232754575316,,
CRCL,2026-03-01,17,1,0,-1,no_change,7.7540747842761215,,
CRCL,2026-04-01,18,1,1,0,upgrade_1,,,
CRH,2026-02-01,25,0,-1,0,downgrade_1,-7.23797075402336,,
CRH,2026-03-01,25,0,0,0,no_change,-15.060843473912321,,
CRH,2026-04-01,24,0,-1,0,downgrade_1,,,
CRL,2026-02-01,14,0,0,0,no_change,-16.528886354998097,,
CRL,2026-03-01,14,0,0,0,no_change,-10.515995293854008,,
CRL,2026-04-01,14,0,0,0,no_change,,,
CRM,2026-02-01,44,1,-1,0,downgrade_1,-7.649912855056751,,
CRM,2026-03-01,44,1,0,0,no_change,-5.0105241542173555,,
CRM,2026-04-01,44,1,0,0,no_change,,,
CROX,2026-02-01,11,1,-1,0,downgrade_1,1.7397521448998976,,
CROX,2026-03-01,10,2,-1,1,downgrade_1,-11.806857016866934,,
CROX,2026-04-01,10,1,0,-1,no_change,,,
CRS,2026-02-01,11,0,0,0,no_change,26.193247962747378,,
CRS,2026-03-01,11,0,0,0,no_change,-6.873163011530636,,
CRS,2026-04-01,12,0,1,0,upgrade_1,,,
CRUS,2026-02-01,11,0,0,0,no_change,6.168482430566202,,
CRUS,2026-03-01,10,0,-1,0,downgrade_1,-1.9770408163265252,,
CRUS,2026-04-01,10,0,0,0,no_change,,,
CRWD,2026-02-01,39,2,0,0,no_change,-11.324067466385735,,
CRWD,2026-03-01,41,2,2,0,upgrade_wave_2,2.172159793537287,,
CRWD,2026-04-01,46,1,5,-1,upgrade_wave_3,,,
CSCO,2026-02-01,22,0,2,0,upgrade_wave_2,0.8171603677221695,,
CSCO,2026-03-01,22,0,0,0,no_change,-3.045557513214181,,
CSCO,2026-04-01,23,0,1,0,upgrade_1,,,
CSGP,2026-02-01,19,1,1,0,upgrade_1,-23.9349593495935,,
CSGP,2026-03-01,20,1,1,0,upgrade_1,-8.402419896930313,,
CSGP,2026-04-01,20,1,0,0,no_change,,,
CSL,2026-02-01,9,0,0,0,no_change,14.042653055237754,,
CSL,2026-03-01,9,0,0,0,no_change,-17.45573371836765,,
CSL,2026-04-01,9,0,0,0,no_change,,,
CSX,2026-02-01,23,0,0,0,no_change,12.976694915254239,,
CSX,2026-03-01,23,0,0,0,no_change,-6.840009369875832,,
CSX,2026-04-01,22,0,-1,0,downgrade_1,,,
CTAS,2026-02-01,14,1,2,0,upgrade_wave_2,5.308532316212977,,
CTAS,2026-03-01,14,1,0,0,no_change,-16.143787600059667,,
CTAS,2026-04-01,13,1,-1,0,downgrade_1,,,
CTRA,2026-02-01,27,0,-1,0,downgrade_1,7.105719237434993,,
CTRA,2026-03-01,25,0,-2,0,downgrade_wave_2,17.391304347826075,,
CTRA,2026-04-01,22,0,-3,0,downgrade_wave_3,,,
CTSH,2026-02-01,18,1,1,1,upgrade_1,-21.593955642213015,,
CTSH,2026-03-01,19,0,1,-1,upgrade_1,-5.230482694397032,,
CTSH,2026-04-01,19,0,0,0,no_change,,,
CTVA,2026-02-01,24,0,0,0,no_change,8.420329670329686,,
CTVA,2026-03-01,22,0,-2,0,downgrade_wave_2,3.5322016974538073,,
CTVA,2026-04-01,22,0,0,0,no_change,,,
CUBE,2026-02-01,10,0,-3,0,downgrade_wave_3,9.405808686384232,,
CUBE,2026-03-01,10,0,0,0,no_change,-12.736995624696167,,
CUBE,2026-04-01,11,0,1,0,upgrade_1,,,
CUZ,2026-02-01,13,0,2,0,upgrade_wave_2,-7.725832012678291,,
CUZ,2026-03-01,13,0,0,0,no_change,-5.915371329879104,,
CUZ,2026-04-01,13,0,0,0,no_change,,,
CVNA,2026-02-01,23,1,-2,0,downgrade_wave_2,-20.473186906334917,,
CVNA,2026-03-01,23,1,0,0,no_change,-12.975819966483126,,
CVNA,2026-04-01,23,1,0,0,no_change,,,
CVS,2026-02-01,26,0,0,0,no_change,8.011272141706915,,
CVS,2026-03-01,25,0,-1,0,downgrade_1,-12.21526908635795,,
CVS,2026-04-01,26,0,1,0,upgrade_1,,,
CVX,2026-02-01,21,1,1,0,upgrade_1,6.710005652911244,,
CVX,2026-03-01,21,1,0,0,no_change,12.823945170272012,,
CVX,2026-04-01,22,1,1,0,upgrade_1,,,
CW,2026-02-01,12,0,0,0,no_change,6.89823204251625,,
CW,2026-03-01,12,0,0,0,no_change,-9.748261533848346,,
CW,2026-04-01,12,0,0,0,no_change,,,
CWEN,2026-02-01,15,0,0,0,no_change,3.9280774550484177,,
CWEN,2026-03-01,15,0,0,0,no_change,1.5922735578177916,,
CWEN,2026-04-01,16,0,1,0,upgrade_1,,,
CXT,2026-02-01,8,0,0,0,no_change,-4.651623119556614,,
CXT,2026-03-01,8,0,0,0,no_change,-18.016152412507758,,
CXT,2026-04-01,8,0,0,0,no_change,,,
CZR,2026-02-01,17,1,1,0,upgrade_1,20.86956521739132,,
CZR,2026-03-01,17,0,0,-1,no_change,1.7964071856287456,,
CZR,2026-04-01,17,0,0,0,no_change,,,
D,2026-02-01,8,1,0,0,no_change,4.171514043543301,,
D,2026-03-01,8,1,0,0,no_change,-2.0589166930630287,,
D,2026-04-01,8,1,0,0,no_change,,,
DAL,2026-02-01,29,0,1,0,upgrade_1,-1.957808468659894,,
DAL,2026-03-01,29,0,0,0,no_change,-3.8203957382039633,,
DAL,2026-04-01,29,0,0,0,no_change,,,
DAR,2026-02-01,17,0,0,0,no_change,16.885676741130084,,
DAR,2026-03-01,18,0,1,0,upgrade_1,13.562829194883363,,
DAR,2026-04-01,18,0,0,0,no_change,,,
DASH,2026-02-01,41,0,1,0,upgrade_1,-14.250806372788583,,
DASH,2026-03-01,41,0,0,0,no_change,-16.127387091290313,,
DASH,2026-04-01,41,0,0,0,no_change,,,
DBX,2026-02-01,1,8,0,-1,no_change,2.7080062794348603,,
DBX,2026-03-01,1,8,0,0,no_change,-9.723889555822328,,
DBX,2026-04-01,1,8,0,0,no_change,,,
DCI,2026-02-01,5,0,1,0,upgrade_1,-8.779674318226416,,
DCI,2026-03-01,5,0,0,0,no_change,-10.942216472617517,,
DCI,2026-04-01,5,0,0,0,no_change,,,
DD,2026-02-01,23,0,0,0,no_change,9.904371584699456,,
DD,2026-03-01,23,0,0,0,no_change,-11.63069544364509,,
DD,2026-04-01,23,0,0,0,no_change,,,
DDOG,2026-02-01,47,1,1,1,upgrade_1,-13.570986699659759,,
DDOG,2026-03-01,48,1,1,0,upgrade_1,3.4387281171847084,,
DDOG,2026-04-01,48,1,0,0,no_change,,,
DDS,2026-02-01,0,7,0,0,no_change,0.6978734610573412,,
DDS,2026-03-01,0,7,0,0,no_change,-7.866752932198606,,
DDS,2026-04-01,0,7,0,0,no_change,,,
DE,2026-02-01,21,0,0,0,no_change,17.27651515151516,,
DE,2026-03-01,21,1,0,1,no_change,-11.784789823887188,,
DE,2026-04-01,21,1,0,0,no_change,,,
DECK,2026-02-01,18,3,0,1,no_change,-7.943690296631479,,
DECK,2026-03-01,19,3,1,0,upgrade_1,-19.015946107273805,,
DECK,2026-04-01,19,3,0,0,no_change,,,
DELL,2026-02-01,25,1,1,0,upgrade_1,26.861237329605036,,
DELL,2026-03-01,25,1,0,0,no_change,11.196650459211233,,
DELL,2026-04-01,25,1,0,0,no_change,,,
DG,2026-02-01,20,0,0,0,no_change,6.700132468800102,,
DG,2026-03-01,20,1,0,1,no_change,-24.577572964669734,,
DG,2026-04-01,20,1,0,0,no_change,,,
DGX,2026-02-01,13,0,1,0,upgrade_1,11.404587499331665,,
DGX,2026-03-01,13,0,0,0,no_change,-6.960502099948096,,
DGX,2026-04-01,13,0,0,0,no_change,,,
DHI,2026-02-01,10,3,-2,0,downgrade_wave_2,2.532921257726417,,
DHI,2026-03-01,10,3,0,0,no_change,-17.370160234428578,,
DHI,2026-04-01,10,3,0,0,no_change,,,
DHR,2026-02-01,27,0,0,0,no_change,-6.797935035862757,,
DHR,2026-03-01,26,0,-1,0,downgrade_1,-12.6993923281428,,
DHR,2026-04-01,26,0,0,0,no_change,,,
DINO,2026-02-01,15,1,1,0,upgrade_1,4.058472783227551,,
DINO,2026-03-01,14,1,-1,0,downgrade_1,26.07478504299141,,
DINO,2026-04-01,14,1,0,0,no_change,,,
DIS,2026-02-01,29,1,0,0,no_change,-8.42198581560284,,
DIS,2026-03-01,31,1,2,0,upgrade_wave_2,-11.052433044134302,,
DIS,2026-04-01,30,1,-1,0,downgrade_1,,,
DKNG,2026-02-01,36,0,1,0,upgrade_1,-11.12322791712106,,
DKNG,2026-03-01,35,0,-1,0,downgrade_1,-12.206375838926176,,
DKNG,2026-04-01,34,0,-1,0,downgrade_1,,,
DKS,2026-02-01,16,1,0,0,no_change,-0.26732673267326756,,
DKS,2026-03-01,17,1,1,0,upgrade_1,-6.389038943181258,,
DKS,2026-04-01,17,1,0,0,no_change,,,
DLB,2026-02-01,8,0,0,0,no_change,0.8568312821311652,,
DLB,2026-03-01,8,0,0,0,no_change,-12.453056932552187,,
DLB,2026-04-01,8,0,0,0,no_change,,,
DLR,2026-02-01,25,1,1,0,upgrade_1,7.339560108466414,,
DLR,2026-03-01,25,0,0,-1,no_change,-1.1399548532731285,,
DLR,2026-04-01,26,0,1,0,upgrade_1,,,
DLTR,2026-02-01,14,6,0,2,no_change,0.6973382090313729,,
DLTR,2026-03-01,15,7,1,1,upgrade_1,-16.3978494623656,,
DLTR,2026-04-01,14,7,-1,0,downgrade_1,,,
DOC,2026-02-01,13,0,-1,0,downgrade_1,1.450116009280733,,
DOC,2026-03-01,12,0,-1,0,downgrade_1,-6.391402714932126,,
DOC,2026-04-01,12,0,0,0,no_change,,,
DOCS,2026-02-01,21,1,3,-1,upgrade_wave_3,-28.022417934347477,,
DOCS,2026-03-01,22,0,1,-1,upgrade_1,-3.2613126783530344,,
DOCS,2026-04-01,23,0,1,0,upgrade_1,,,
DOCU,2026-02-01,11,0,-1,0,downgrade_1,-11.039208222306806,,
DOCU,2026-03-01,11,0,0,0,no_change,4.859108054138006,,
DOCU,2026-04-01,11,1,0,1,no_change,,,
DOV,2026-02-01,16,0,1,0,upgrade_1,9.563750062037801,,
DOV,2026-03-01,16,0,0,0,no_change,-10.062084257206205,,
DOV,2026-04-01,17,0,1,0,upgrade_1,,,
DOW,2026-02-01,6,2,-1,0,downgrade_1,11.578947368421044,,
DOW,2026-03-01,2,7,-4,5,downgrade_wave_3,36.25122030589001,,
DOW,2026-04-01,10,1,8,-6,upgrade_wave_3,,,
DOX,2026-02-01,10,0,0,0,no_change,-16.219184769343407,,
DOX,2026-03-01,10,0,0,0,no_change,-7.2206303724928205,,
DOX,2026-04-01,9,0,-1,0,downgrade_1,,,
DPZ,2026-02-01,21,3,-2,0,downgrade_wave_2,-0.47522725611093275,,
DPZ,2026-03-01,22,2,1,-1,upgrade_1,-12.315221982062551,,
DPZ,2026-04-01,22,2,0,0,no_change,,,
DRI,2026-02-01,23,1,0,0,no_change,5.643340857787815,,
DRI,2026-03-01,23,1,0,0,no_change,-8.791208791208781,,
DRI,2026-04-01,23,1,0,0,no_change,,,
DRS,2026-02-01,12,0,1,0,upgrade_1,10.837798343886984,,
DRS,2026-03-01,12,0,0,0,no_change,-0.32265498962894545,,
DRS,2026-04-01,12,0,0,0,no_change,,,
DT,2026-02-01,33,0,-1,0,downgrade_1,-2.7566290364925305,,
DT,2026-03-01,32,0,-1,0,downgrade_1,3.3685968819599177,,
DT,2026-04-01,32,0,0,0,no_change,,,
DTE,2026-02-01,14,0,0,0,no_change,10.217294240214336,,
DTE,2026-03-01,14,0,0,0,no_change,-1.4705882352941235,,
DTE,2026-04-01,15,0,1,0,upgrade_1,,,
DTM,2026-02-01,11,2,0,0,no_change,11.617203618473248,,
DTM,2026-03-01,10,2,-1,0,downgrade_1,-2.9746470757706645,,
DTM,2026-04-01,9,2,-1,0,downgrade_1,,,
DUK,2026-02-01,14,1,0,0,no_change,8.306551297898658,,
DUK,2026-03-01,14,1,0,0,no_change,0.6572411157814484,,
DUK,2026-04-01,13,1,-1,0,downgrade_1,,,
DUOL,2026-02-01,19,1,2,0,upgrade_wave_2,-24.20557959122781,,
DUOL,2026-03-01,14,1,-5,0,downgrade_wave_3,-6.811881188118807,,
DUOL,2026-04-01,10,1,-4,0,downgrade_wave_3,,,
DV,2026-02-01,18,1,-1,0,downgrade_1,-6.099815157116451,,
DV,2026-03-01,18,1,0,0,no_change,-9.962049335863366,,
DV,2026-04-01,18,1,0,0,no_change,,,
DVA,2026-02-01,1,6,0,0,no_change,39.262849826230116,,
